rater,codebook,individual_questions,zpravodajske_hodnoty-negativita_majority_mean,zpravodajske_hodnoty-negativita_majority_ci_low,zpravodajske_hodnoty-negativita_majority_ci_high,zpravodajske_hodnoty-blizkost_majority_mean,zpravodajske_hodnoty-blizkost_majority_ci_low,zpravodajske_hodnoty-blizkost_majority_ci_high,zpravodajske_hodnoty-eliti_osoby_majority_mean,zpravodajske_hodnoty-eliti_osoby_majority_ci_low,zpravodajske_hodnoty-eliti_osoby_majority_ci_high,zpravodajske_hodnoty-personalizace_majority_mean,zpravodajske_hodnoty-personalizace_majority_ci_low,zpravodajske_hodnoty-personalizace_majority_ci_high,zpravodajske_hodnoty-dopad_majority_mean,zpravodajske_hodnoty-dopad_majority_ci_low,zpravodajske_hodnoty-dopad_majority_ci_high,temata_clanku-vnitrni_politicke_deni_majority_mean,temata_clanku-vnitrni_politicke_deni_majority_ci_low,temata_clanku-vnitrni_politicke_deni_majority_ci_high,temata_clanku-mezinarodni_politicke_reakce_majority_mean,temata_clanku-mezinarodni_politicke_reakce_majority_ci_low,temata_clanku-mezinarodni_politicke_reakce_majority_ci_high,temata_clanku-vojenske_operace_izraele_majority_mean,temata_clanku-vojenske_operace_izraele_majority_ci_low,temata_clanku-vojenske_operace_izraele_majority_ci_high,temata_clanku-teroristicke_operace_majority_mean,temata_clanku-teroristicke_operace_majority_ci_low,temata_clanku-teroristicke_operace_majority_ci_high,temata_clanku-dopad_na_izraelske_civilisty_majority_mean,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_low,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_high,temata_clanku-dopad_na_palestinske_civilisty_majority_mean,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_low,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_high,temata_clanku-humanitarni_pomoc_majority_mean,temata_clanku-humanitarni_pomoc_majority_ci_low,temata_clanku-humanitarni_pomoc_majority_ci_high,temata_clanku-globalni_reakce_verejnosti_majority_mean,temata_clanku-globalni_reakce_verejnosti_majority_ci_low,temata_clanku-globalni_reakce_verejnosti_majority_ci_high,temata_clanku-ekonomicke_dusledky_majority_mean,temata_clanku-ekonomicke_dusledky_majority_ci_low,temata_clanku-ekonomicke_dusledky_majority_ci_high,temata_clanku-historie_majority_mean,temata_clanku-historie_majority_ci_low,temata_clanku-historie_majority_ci_high,hlavni_tema_clanku_majority_mean,hlavni_tema_clanku_majority_ci_low,hlavni_tema_clanku_majority_ci_high,medialni_ramce-ramec_konfliktu_majority_mean,medialni_ramce-ramec_konfliktu_majority_ci_low,medialni_ramce-ramec_konfliktu_majority_ci_high,medialni_ramce-ramec_budovani_miru_majority_mean,medialni_ramce-ramec_budovani_miru_majority_ci_low,medialni_ramce-ramec_budovani_miru_majority_ci_high,medialni_ramce-humanitarni_ramec_majority_mean,medialni_ramce-humanitarni_ramec_majority_ci_low,medialni_ramce-humanitarni_ramec_majority_ci_high,medialni_ramce-historicko_kulturni_ramec_majority_mean,medialni_ramce-historicko_kulturni_ramec_majority_ci_low,medialni_ramce-historicko_kulturni_ramec_majority_ci_high,medialni_ramce-geopoliticky_ramec_majority_mean,medialni_ramce-geopoliticky_ramec_majority_ci_low,medialni_ramce-geopoliticky_ramec_majority_ci_high,medialni_ramce-lokalni_ramec_majority_mean,medialni_ramce-lokalni_ramec_majority_ci_low,medialni_ramce-lokalni_ramec_majority_ci_high,mluvci-politicti_predstavitele_izraele_majority_mean,mluvci-politicti_predstavitele_izraele_majority_ci_low,mluvci-politicti_predstavitele_izraele_majority_ci_high,mluvci-politicti_predstavitele_palestiny_majority_mean,mluvci-politicti_predstavitele_palestiny_majority_ci_low,mluvci-politicti_predstavitele_palestiny_majority_ci_high,mluvci-politici_z_blizkovychodnich_zemi_majority_mean,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_low,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_high,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_mean,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_low,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_high,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_mean,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_low,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_high,mluvci-vojensti_predstavitele_izraele_majority_mean,mluvci-vojensti_predstavitele_izraele_majority_ci_low,mluvci-vojensti_predstavitele_izraele_majority_ci_high,mluvci-clenove_teroristickych_skupin_majority_mean,mluvci-clenove_teroristickych_skupin_majority_ci_low,mluvci-clenove_teroristickych_skupin_majority_ci_high,mluvci-nezavisli_experti_a_analytici_majority_mean,mluvci-nezavisli_experti_a_analytici_majority_ci_low,mluvci-nezavisli_experti_a_analytici_majority_ci_high,mluvci-media_a_novinari_majority_mean,mluvci-media_a_novinari_majority_ci_low,mluvci-media_a_novinari_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_mean,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_mean,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_high,zpravodajske_hodnoty_majority_mean,zpravodajske_hodnoty_majority_ci_low,zpravodajske_hodnoty_majority_ci_high,temata_clanku_majority_mean,temata_clanku_majority_ci_low,temata_clanku_majority_ci_high,medialni_ramce_majority_mean,medialni_ramce_majority_ci_low,medialni_ramce_majority_ci_high,mluvci_majority_mean,mluvci_majority_ci_low,mluvci_majority_ci_high,overall_majority_mean,overall_majority_ci_low,overall_majority_ci_high
xiaomi-mimo-v2.5,kveten,true,0.8106,0.73,0.88,0.9301,0.88,0.98,0.7399,0.65,0.82,0.8199,0.74,0.89,0.6408,0.55,0.73,0.8802,0.81,0.94,0.8592,0.79,0.92,0.8299,0.75,0.9,0.7109,0.62,0.8,0.8207,0.74,0.89,0.8895,0.82,0.95,0.9099,0.85,0.96,0.9392,0.89,0.98,0.9801,0.95,1.0,0.6202,0.52,0.71,0.7403,0.65,0.82,0.801,0.72,0.88,0.8804,0.81,0.94,0.7201,0.63,0.81,0.7602,0.67,0.84,0.7907,0.71,0.87,0.7298,0.64,0.81,0.9493,0.9,0.9899,0.9187,0.86,0.9697,0.9694,0.93,1.0,0.949,0.9,0.9898,0.8889,0.8265,0.9495,0.9394,0.8889,0.98,0.8485,0.7755,0.9184,0.9189,0.86,0.9697,0.7571,0.6701,0.84,0.9692,0.93,1.0,0.9596,0.9192,0.99,0.7875,0.752,0.822,0.8442,0.821,0.867,0.7802,0.7433,0.815,0.9155,0.9007,0.93,0.8445,0.8322,0.857
xiaomi-mimo-v2.5,srpen,false,0.81,0.73,0.88,1.0,1.0,1.0,0.8303,0.75,0.9,0.8199,0.74,0.89,0.7301,0.64,0.81,0.7893,0.71,0.87,0.8,0.72,0.88,0.7706,0.68,0.85,0.71,0.62,0.8,0.7195,0.63,0.81,0.8598,0.79,0.92,0.94,0.89,0.98,0.9497,0.9,0.99,0.9802,0.95,1.0,0.8,0.72,0.87,0.7188,0.63,0.8,0.8497,0.78,0.92,0.9003,0.84,0.95,0.7701,0.69,0.85,0.8904,0.83,0.95,0.7293,0.64,0.81,0.6198,0.52,0.71,0.94,0.8889,0.98,0.9498,0.9,0.9899,0.9693,0.93,1.0,0.8883,0.8265,0.949,0.8993,0.8384,0.95,0.9699,0.93,1.0,0.9095,0.85,0.96,0.9299,0.8776,0.9796,0.8289,0.75,0.899,0.9699,0.93,1.0,0.9596,0.9184,0.99,0.8378,0.802,0.872,0.8319,0.805,0.858,0.7934,0.76,0.8283,0.9283,0.9128,0.9431,0.8545,0.8394,0.8691
xiaomi-mimo-v2.5,srpen,true,0.8202,0.74,0.89,0.9698,0.93,1.0,0.8105,0.73,0.89,0.8501,0.78,0.92,0.7498,0.66,0.83,0.8402,0.77,0.91,0.8498,0.78,0.92,0.8292,0.75,0.9,0.8207,0.74,0.89,0.7997,0.72,0.88,0.8694,0.8,0.93,0.9194,0.86,0.97,0.9395,0.89,0.98,0.9801,0.95,1.0,0.8494,0.78,0.92,0.7488,0.66,0.83,0.7903,0.71,0.87,0.8795,0.81,0.94,0.6908,0.6,0.78,0.7996,0.72,0.88,0.7701,0.68,0.85,0.65,0.56,0.74,0.8983,0.8367,0.95,0.8999,0.8384,0.9588,0.9798,0.949,1.0,0.9697,0.93,1.0,0.8587,0.7857,0.9202,0.9197,0.86,0.9697,0.8487,0.7732,0.9184,0.8889,0.8247,0.9495,0.8581,0.7879,0.9278,0.9393,0.8878,0.98,0.9399,0.8889,0.98,0.84,0.806,0.872,0.8701,0.848,0.892,0.763,0.73,0.795,0.9091,0.8924,0.9255,0.8555,0.8424,0.8685
xiaomi-mimo-v2.5-pro,kveten,false,0.7998,0.72,0.87,0.8904,0.83,0.95,0.7302,0.64,0.81,0.8496,0.78,0.91,0.6901,0.6,0.78,0.79,0.71,0.87,0.8297,0.75,0.9,0.7804,0.7,0.86,0.7292,0.64,0.81,0.7691,0.68,0.85,0.8794,0.81,0.94,0.9004,0.84,0.95,0.9698,0.93,1.0,0.9701,0.93,1.0,0.7406,0.65,0.82,0.7197,0.63,0.81,0.8999,0.84,0.95,0.87,0.8,0.93,0.8199,0.74,0.89,0.83,0.75,0.9,0.7996,0.72,0.87,0.5288,0.43,0.62,0.9403,0.89,0.98,0.8885,0.83,0.95,0.96,0.92,0.99,0.9295,0.88,0.97,0.8897,0.83,0.95,0.96,0.92,0.99,0.8597,0.79,0.92,0.9099,0.85,0.96,0.8392,0.76,0.91,0.9901,0.97,1.0,0.9698,0.93,1.0,0.7921,0.758,0.826,0.8363,0.812,0.86,0.7921,0.7567,0.825,0.9219,0.9036,0.9382,0.8463,0.833,0.8597
xiaomi-mimo-v2.5-pro,kveten,true,0.811,0.73,0.88,0.9106,0.85,0.96,0.7006,0.61,0.79,0.84,0.76,0.91,0.6094,0.51,0.7,0.84,0.77,0.91,0.8592,0.79,0.92,0.8201,0.74,0.89,0.7396,0.65,0.82,0.8008,0.72,0.88,0.8694,0.8,0.93,0.9403,0.89,0.98,0.9603,0.92,0.99,0.9697,0.93,1.0,0.71,0.62,0.8,0.7899,0.71,0.87,0.8494,0.78,0.92,0.8701,0.8,0.93,0.7806,0.7,0.86,0.8303,0.75,0.9,0.7896,0.71,0.87,0.6985,0.6,0.79,0.9206,0.86,0.97,0.8796,0.81,0.94,0.9699,0.93,1.0,0.9099,0.85,0.96,0.9002,0.84,0.95,0.94,0.89,0.98,0.8099,0.73,0.88,0.9002,0.84,0.96,0.8004,0.72,0.88,0.9801,0.95,1.0,0.9701,0.93,1.0,0.7741,0.736,0.812,0.8512,0.828,0.875,0.8035,0.7717,0.835,0.9072,0.89,0.9236,0.8477,0.8367,0.8588
xiaomi-mimo-v2.5-pro,srpen,false,0.8204,0.74,0.89,0.9205,0.86,0.97,0.84,0.76,0.91,0.8595,0.79,0.92,0.7413,0.65,0.82,0.7487,0.66,0.83,0.8197,0.74,0.89,0.8405,0.7698,0.91,0.8202,0.74,0.89,0.8295,0.75,0.9,0.8898,0.83,0.95,0.9102,0.85,0.96,0.9901,0.97,1.0,0.9701,0.93,1.0,0.8706,0.8,0.93,0.7294,0.64,0.81,0.8997,0.84,0.95,0.9207,0.87,0.97,0.7805,0.7,0.86,0.9199,0.86,0.97,0.8392,0.77,0.91,0.6805,0.59,0.77,0.8986,0.83,0.95,0.9088,0.8485,0.96,0.9393,0.8889,0.98,0.9194,0.86,0.9697,0.8998,0.8384,0.95,0.9196,0.86,0.9697,0.8587,0.7879,0.92,0.8989,0.8384,0.9588,0.8786,0.81,0.9394,0.9595,0.9184,0.99,0.98,0.949,1.0,0.8362,0.802,0.868,0.869,0.847,0.891,0.8403,0.8067,0.8717,0.9144,0.8962,0.9314,0.8698,0.8555,0.8836
xiaomi-mimo-v2.5-pro,srpen,true,0.811,0.73,0.88,0.9601,0.92,0.99,0.7793,0.7,0.86,0.8596,0.7898,0.93,0.7104,0.62,0.8,0.8103,0.73,0.88,0.8908,0.82,0.95,0.8402,0.76,0.91,0.7997,0.72,0.87,0.8397,0.76,0.91,0.8802,0.81,0.94,0.9099,0.85,0.96,0.9598,0.92,0.99,0.9599,0.92,0.99,0.8803,0.81,0.94,0.7896,0.71,0.87,0.839,0.76,0.91,0.8697,0.8,0.93,0.7792,0.69,0.86,0.8203,0.74,0.89,0.7698,0.6898,0.85,0.6496,0.56,0.74,0.8801,0.81,0.94,0.8997,0.84,0.95,0.99,0.97,1.0,0.9102,0.85,0.96,0.8707,0.8,0.93,0.9103,0.85,0.96,0.8308,0.75,0.9,0.8904,0.82,0.95,0.8301,0.75,0.9,0.9597,0.92,0.99,0.9397,0.89,0.98,0.8234,0.79,0.856,0.877,0.859,0.896,0.7885,0.755,0.8217,0.901,0.8845,0.9164,0.8582,0.8464,0.87
z-ai-glm-5.2,kveten,false,0.8299,0.75,0.9,0.9298,0.88,0.98,0.7602,0.67,0.84,0.9401,0.89,0.98,0.6904,0.6,0.78,0.8095,0.73,0.89,0.8699,0.8,0.93,0.8296,0.75,0.9,0.7606,0.67,0.84,0.7598,0.67,0.84,0.8098,0.73,0.89,0.8897,0.82,0.95,0.9602,0.92,0.99,0.9404,0.89,0.98,0.7392,0.65,0.82,0.8201,0.74,0.89,0.911,0.85,0.96,0.9205,0.87,0.97,0.8093,0.73,0.88,0.8792,0.81,0.94,0.86,0.79,0.92,0.6504,0.56,0.74,0.9303,0.88,0.97,0.9003,0.84,0.95,0.9596,0.92,0.99,0.9198,0.86,0.97,0.8498,0.78,0.91,0.9396,0.89,0.98,0.8197,0.74,0.89,0.9299,0.88,0.98,0.8801,0.81,0.94,0.9902,0.97,1.0,0.9901,0.97,1.0,0.8299,0.798,0.86,0.837,0.814,0.86,0.8388,0.8067,0.87,0.9191,0.9036,0.9336,0.8629,0.8494,0.8767
z-ai-glm-5.2,kveten,true,0.8201,0.74,0.89,0.9,0.84,0.95,0.7299,0.64,0.82,0.8591,0.79,0.93,0.6589,0.57,0.75,0.8212,0.74,0.89,0.8206,0.74,0.89,0.8099,0.73,0.88,0.801,0.72,0.88,0.7808,0.7,0.86,0.8798,0.81,0.94,0.9196,0.86,0.97,0.9595,0.92,0.99,0.9506,0.9,0.99,0.7097,0.62,0.79,0.8201,0.74,0.89,0.9302,0.88,0.98,0.8903,0.83,0.95,0.8006,0.72,0.88,0.8303,0.75,0.9,0.8507,0.78,0.92,0.6998,0.61,0.79,0.8701,0.8,0.93,0.8907,0.83,0.95,0.9503,0.9,0.99,0.89,0.83,0.95,0.8796,0.81,0.94,0.9002,0.84,0.95,0.729,0.64,0.81,0.9204,0.86,0.97,0.82,0.74,0.89,0.9699,0.93,1.0,0.9901,0.97,1.0,0.7941,0.76,0.828,0.8452,0.821,0.869,0.8331,0.8,0.865,0.8918,0.8727,0.91,0.8501,0.8373,0.863
z-ai-glm-5.2,srpen,false,0.8095,0.73,0.88,0.9301,0.87,0.9702,0.8202,0.74,0.89,0.8601,0.79,0.92,0.7294,0.64,0.82,0.8298,0.75,0.9,0.8393,0.76,0.91,0.789,0.71,0.87,0.8087,0.73,0.88,0.7698,0.69,0.85,0.8998,0.84,0.95,0.9498,0.9,0.99,0.9801,0.95,1.0,0.9704,0.93,1.0,0.8505,0.78,0.92,0.8008,0.72,0.88,0.8605,0.79,0.92,0.9197,0.86,0.97,0.8508,0.78,0.92,0.9295,0.88,0.97,0.8398,0.77,0.91,0.61,0.51,0.7,0.9288,0.8763,0.9789,0.908,0.8469,0.9596,0.959,0.9175,0.9899,0.9294,0.8763,0.97,0.8878,0.8191,0.9485,0.9596,0.9184,0.99,0.8877,0.8229,0.9485,0.9183,0.8586,0.9694,0.827,0.7475,0.899,0.9898,0.9688,1.0,0.9898,0.9688,1.0,0.83,0.8,0.86,0.869,0.847,0.89,0.8355,0.805,0.865,0.9259,0.911,0.9403,0.8737,0.8604,0.8869
z-ai-glm-5.2,srpen,true,0.8094,0.73,0.88,0.92,0.86,0.97,0.8107,0.73,0.88,0.8801,0.81,0.94,0.7207,0.63,0.81,0.8608,0.79,0.9202,0.88,0.81,0.94,0.8102,0.73,0.88,0.8293,0.75,0.9,0.8404,0.77,0.91,0.87,0.8,0.93,0.9402,0.89,0.98,0.9798,0.95,1.0,0.9596,0.92,0.99,0.84,0.77,0.91,0.7891,0.7,0.87,0.9004,0.84,0.95,0.8896,0.82,0.95,0.7997,0.72,0.87,0.8904,0.83,0.95,0.8601,0.79,0.92,0.6501,0.55,0.74,0.899,0.8383,0.95,0.8693,0.8,0.93,0.9698,0.93,1.0,0.9301,0.8788,0.9794,0.8578,0.7879,0.92,0.9294,0.8788,0.97,0.8693,0.8,0.93,0.929,0.8788,0.97,0.7071,0.6122,0.7938,0.9697,0.93,1.0,0.9897,0.9694,1.0,0.8282,0.796,0.86,0.8808,0.859,0.902,0.8317,0.8017,0.8617,0.9017,0.8843,0.9184,0.8683,0.8548,0.8812
